location,size,total_sqft,bath,price,price_per_sqft
1st Stage Indira Nagar,2,940.0,2.0,56.0,0.059574468085106386
Yarandahalli,2,1015.0,2.0,40.1,0.03950738916256158
Electronic City,3,1652.0,3.0,110.0,0.06658595641646489
Whitefield,2,1100.0,2.0,52.0,0.04727272727272727
Rajiv Nagar,4,2340.0,4.0,145.0,0.06196581196581197
Kammanahalli,2,1200.0,1.0,81.0,0.0675
Kacharakanahalli,3,1400.0,3.0,69.0,0.04928571428571429
Electronic City Phase II,2,1020.0,2.0,27.43,0.026892156862745098
Whitefield,2,1267.0,2.0,90.33,0.07129439621152328
Ashwath Nagar,3,1645.0,3.0,95.0,0.057750759878419454
Electronic City,3,1320.0,2.0,38.12,0.028878787878787875
Ananth Nagar,2,1000.0,2.0,29.7,0.0297
Kengeri Satellite Town,2,2480.0,2.0,160.0,0.06451612903225806
Kalyan nagar,2,1086.0,2.0,44.5,0.040976058931860036
Kengeri,1,416.0,1.0,18.0,0.04326923076923077
Hennur Road,2,1066.0,2.0,52.23,0.04899624765478424
OMBR Layout,3,1730.0,3.0,93.0,0.05375722543352601
Balagere,2,1205.0,2.0,63.86,0.05299585062240664
Subramanyapura,2,960.0,2.0,55.0,0.057291666666666664
Haralur Road,3,1510.0,3.0,83.05,0.055
Kanaka Nagar,4,1600.0,4.0,90.0,0.05625
Old Madras Road,3,2300.0,3.0,142.0,0.06173913043478261
Jakkasandra Extension,2,1000.0,2.0,63.0,0.063
Hormavu,3,1553.0,2.0,58.23,0.03749517063747585
Seegehalli,2,1134.0,2.0,45.0,0.03968253968253968
Horamavu Agara,5,2400.0,3.0,80.0,0.03333333333333333
Whitefield,4,2400.0,4.0,143.0,0.059583333333333335
Nagashetty Halli,2,1350.0,2.0,65.0,0.04814814814814815
Sarjapur,2,1032.0,2.0,42.0,0.040697674418604654
Tigalarpalya,3,1998.0,3.0,117.0,0.05855855855855856
Murugeshpalya,2,1225.0,2.0,48.0,0.03918367346938775
Sarjapur  Road,2,1262.0,2.0,67.0,0.05309033280507131
Thomas Town,2,1300.0,2.0,60.0,0.046153846153846156
Kothannur,2,1070.0,2.0,38.6,0.03607476635514019
"Electronic city Phase 1, ",2,950.0,2.0,33.0,0.034736842105263156
Balagere,2,1012.0,2.0,53.58,0.05294466403162055
TC Palaya,2,1000.0,2.0,70.0,0.07
Kadugodi,2,1394.0,2.0,56.0,0.040172166427546625
Amruthahalli,3,1450.0,2.0,85.0,0.05862068965517241
 Banaswadi,1,527.0,1.0,35.0,0.06641366223908918
Sarjapur  Road,3,1693.0,3.0,125.0,0.07383343177790903
Horamavu Agara,2,1000.0,2.0,46.0,0.046
Kogilu,2,952.0,2.0,49.0,0.051470588235294115
Kengeri,1,1200.0,1.0,14.0,0.011666666666666667
Mysore Road,3,1410.0,2.0,64.0,0.04539007092198582
Hebbal Kempapura,2,1400.0,2.0,108.0,0.07714285714285714
Sarjapur  Road,3,1826.0,3.0,125.0,0.06845564074479737
Bisuvanahalli,3,1075.0,2.0,31.0,0.02883720930232558
Hennur,2,960.0,2.0,48.0,0.05
Channasandra,2,808.0,2.0,40.0,0.04950495049504951
Kodichikkanahalli,2,907.0,2.0,38.5,0.04244762954796031
Uttarahalli,2,1300.0,2.0,55.0,0.04230769230769231
Sector 1 HSR Layout,3,1804.0,3.0,150.0,0.08314855875831485
Naidu Layout,3,1350.0,3.0,81.0,0.06
Whitefield,3,1836.0,3.0,125.0,0.06808278867102396
Sugama Layout,2,826.0,2.0,36.0,0.043583535108958835
6th Phase JP Nagar,2,1460.0,2.0,80.0,0.0547945205479452
BTM 2nd Stage,2,965.0,2.0,56.0,0.058031088082901555
Kothannur,4,2000.0,4.0,95.0,0.0475
Bhoganhalli,3,1395.0,2.0,70.0,0.05017921146953405
Sarjapur  Road,3,1660.0,3.0,116.0,0.06987951807228916
Kada Agrahara,2,935.0,2.0,35.0,0.0374331550802139
Hongasandra,2,1180.0,2.0,39.0,0.03305084745762712
Electronic City,2,1090.0,2.0,31.48,0.028880733944954128
Kanakpura Road,2,1204.0,2.0,82.0,0.0681063122923588
Thigalarapalya,3,2072.0,4.0,153.0,0.07384169884169885
Haralur Road,2,1056.0,2.0,65.0,0.061553030303030304
Hebbal,2,985.0,2.0,62.0,0.06294416243654823
Banashankari Stage V,3,1315.0,2.0,49.0,0.037262357414448666
KR Puram,2,734.0,2.0,22.0,0.02997275204359673
Yelahanka,3,2317.0,4.0,140.0,0.06042296072507553
Singasandra,1,600.0,1.0,45.0,0.075
Vishwanatha Nagenahalli,4,2200.0,3.0,115.0,0.05227272727272727
Attibele,1,400.0,1.0,11.5,0.02875
Yeshwanthpur,1,666.0,1.0,36.8,0.05525525525525525
7th Phase JP Nagar,2,1174.0,2.0,47.0,0.04003407155025554
Budigere,2,1153.0,2.0,56.7,0.04917606244579358
Jalahalli,4,1000.0,4.0,90.0,0.09
Sarjapur  Road,2,1060.0,2.0,50.0,0.04716981132075472
Banashankari,2,1000.0,2.0,50.0,0.05
Kanakpura Road,3,1843.0,3.0,88.0,0.04774823657080846
Kanakpura Road,3,1150.0,2.0,40.25,0.035
Kaval Byrasandra,2,1125.0,2.0,41.5,0.03688888888888889
Battarahalli,3,1516.0,3.0,65.0,0.04287598944591029
Brookefield,2,1130.0,2.0,56.0,0.049557522123893805
Hosa Road,3,1512.0,3.0,103.0,0.06812169312169312
Thanisandra,3,1491.0,3.0,88.0,0.05902079141515761
Cox Town,2,1250.0,2.0,95.0,0.076
Banashankari,3,1650.0,3.0,90.75,0.055
Raja Rajeshwari Nagar,2,1140.0,2.0,48.7,0.04271929824561404
Behind Don Bosco Church,4,1200.0,4.0,110.0,0.09166666666666666
Thanisandra,3,1881.0,3.0,95.0,0.050505050505050504
Kanakpura Road,3,1100.0,3.0,56.57,0.051427272727272724
Bagalur,2,1500.0,2.0,50.0,0.03333333333333333
Whitefield,2,1197.0,2.0,50.0,0.04177109440267335
BHEL Layout,6,2400.0,4.0,170.0,0.07083333333333333
Gollarapalya Hosahalli,3,1345.0,3.0,60.0,0.04460966542750929
KR Puram,4,1200.0,4.0,100.0,0.08333333333333333
Banashankari Stage II,3,1260.0,2.0,95.0,0.07539682539682539
9th Phase JP Nagar,2,1200.0,2.0,80.0,0.06666666666666667
Devara Jeevanahalli,3,1650.0,3.0,52.0,0.03151515151515152
1st Block HBR Layout,1,600.0,1.0,45.0,0.075
Sarjapur,4,2302.5,2.0,80.59,0.03500108577633008
Hennur Road,2,973.0,2.0,56.0,0.05755395683453238
Balagere,2,1007.0,2.0,75.0,0.07447864945382324
Hosa Road,1,800.0,1.0,39.99,0.049987500000000004
Sarjapur  Road,3,1830.0,3.0,119.0,0.06502732240437159
Nagavara,2,1077.0,2.0,50.0,0.04642525533890436
Immadihalli,1,672.0,1.0,27.0,0.04017857142857143
Shanthi Layout,3,1280.0,3.0,87.0,0.06796875
Electronics City Phase 1,2,865.0,2.0,40.0,0.046242774566473986
Kalena Agrahara,2,1000.0,2.0,33.0,0.033
CV Raman Nagar,2,1285.0,2.0,65.0,0.05058365758754864
Thanisandra,1,662.0,1.0,29.0,0.04380664652567976
Kalkere,3,1850.0,3.0,95.0,0.051351351351351354
Harlur,3,1754.0,3.0,132.0,0.07525655644241733
Anugrah Layout,3,1567.0,3.0,100.0,0.06381620931716656
Hoskote,3,1695.0,3.0,50.0,0.029498525073746312
Bellandur,2,1150.0,2.0,69.44,0.06038260869565217
Karuna Nagar,2,1057.0,2.0,65.0,0.06149479659413434
Hebbal,2,1320.0,2.0,91.0,0.06893939393939394
Bandepalya,2,1125.0,2.0,48.0,0.042666666666666665
Kanakpura Road,3,2254.0,3.0,170.0,0.07542147293700088
Balagere,1,645.0,1.0,34.18,0.0529922480620155
Rachenahalli,2,1050.0,2.0,52.08,0.0496
Panathur,2,1040.0,2.0,41.6,0.04
1st Block Jayanagar,3,1760.0,3.0,115.0,0.06534090909090909
Kalkere,3,1365.0,3.0,54.0,0.03956043956043956
Bethel Nagar,1,560.0,1.0,19.0,0.033928571428571426
Bellandur,4,1540.0,4.0,45.0,0.02922077922077922
Electronic City,3,1050.0,2.0,39.0,0.037142857142857144
Yelahanka,3,1653.0,3.0,93.0,0.056261343012704176
Narayana Nagar 1st Block,3,1471.0,2.0,75.0,0.05098572399728076
Kudlu Gate,2,812.0,2.0,38.25,0.04710591133004926
8th Phase JP Nagar,3,1504.0,2.0,83.0,0.05518617021276596
Mahadevpura,3,1450.0,3.0,75.0,0.05172413793103448
Kannamangala,2,957.0,2.0,54.5,0.056948798328108674
Attibele,1,460.0,1.0,13.0,0.02826086956521739
Budigere,3,1820.0,3.0,85.0,0.046703296703296704
Varthur Road,2,1033.0,2.0,32.0,0.030977734753146177
Kadabagere,1,520.0,2.0,29.0,0.05576923076923077
OMBR Layout,2,1165.0,2.0,88.5,0.0759656652360515
Gottigere,2,1280.0,2.0,61.0,0.04765625
BTM 4th Stage,1,600.0,1.0,58.0,0.09666666666666666
Kanakpura Road,3,1550.0,3.0,65.1,0.041999999999999996
Jigani,3,1221.0,3.0,75.0,0.06142506142506143
AMS Layout,1,1000.0,1.0,19.0,0.019
KR Garden,2,1300.0,2.0,60.0,0.046153846153846156
Hoskote,2,1065.0,2.0,31.5,0.029577464788732393
Yelahanka New Town,3,1209.0,2.0,65.0,0.053763440860215055
Sarjapur  Road,3,1929.0,4.0,101.0,0.052358735095904614
Hennur Road,2,1255.0,2.0,84.0,0.06693227091633466
Jalahalli,2,1035.0,2.0,31.05,0.030000000000000002
Whitefield,3,1275.0,2.0,65.0,0.050980392156862744
Electronic City,2,1128.0,2.0,65.58,0.05813829787234042
Whitefield,2,1155.0,2.0,39.0,0.033766233766233764
Kengeri,3,1245.0,2.0,43.57,0.03499598393574297
Akshaya Nagar,2,1000.0,2.0,38.0,0.038
7th Phase JP Nagar,2,1040.0,2.0,75.0,0.07211538461538461
Kundalahalli Colony,3,1477.0,2.0,75.0,0.05077860528097495
Nagadevanahalli,4,1050.0,3.0,85.0,0.08095238095238096
Sarjapur  Road,3,1525.0,2.0,65.0,0.04262295081967213
Kaverappa Layout,2,1220.0,2.0,65.0,0.05327868852459016
Electronic City,2,1355.0,2.0,97.6,0.07202952029520295
Whitefield,2,1141.0,2.0,62.0,0.05433829973707274
Vijayanagar,2,1046.0,2.0,49.06,0.04690248565965583
Bannerghatta Road,1,630.0,1.0,35.0,0.05555555555555555
Pattandur Agrahara,2,1247.0,2.0,62.35,0.05
Geddalahalli,2,850.0,2.0,32.5,0.03823529411764706
KR Puram,2,1120.0,2.0,36.0,0.03214285714285714
Jakkur,3,1798.0,3.0,110.0,0.06117908787541713
Bisuvanahalli,3,1180.0,2.0,45.0,0.038135593220338986
Kereguddadahalli,2,1000.0,2.0,34.0,0.034
Whitefield,2,1216.0,2.0,82.0,0.06743421052631579
Margondanahalli,2,900.0,2.0,65.0,0.07222222222222222
TC Palaya,2,1100.0,2.0,65.0,0.05909090909090909
Whitefield,2,1495.0,3.0,88.0,0.0588628762541806
Kanakpura Road,3,1700.0,3.0,120.0,0.07058823529411765
Whitefield,3,1564.0,3.0,103.0,0.06585677749360613
Reliaable Tranquil Layout,2,1256.0,2.0,65.0,0.0517515923566879
Kundalahalli,2,1047.0,2.0,89.0,0.08500477554918816
Bhoganhalli,3,1458.0,3.0,78.45,0.05380658436213992
Hoodi,2,1063.0,2.0,61.17,0.05754468485418627
Garudachar Palya,2,1150.0,2.0,52.5,0.04565217391304348
Chandapura,1,450.0,1.0,9.0,0.02
Ramamurthy Nagar,2,1360.0,2.0,45.0,0.03308823529411765
Marathahalli,3,1605.0,3.0,76.0,0.04735202492211838
LB Shastri Nagar,2,1250.0,2.0,48.5,0.0388
Dommasandra,2,850.0,2.0,25.4,0.029882352941176468
Electronic City Phase II,2,1025.0,2.0,26.65,0.026
Uttarahalli,2,980.0,2.0,45.0,0.04591836734693878
Basavanagara,3,1428.0,2.0,70.0,0.049019607843137254
Shanti Nagar,2,1130.0,2.0,74.0,0.06548672566371681
JP Nagar,3,2050.0,3.0,82.0,0.04
Bagalur,2,1407.0,2.0,83.87,0.0596090973702914
Whitefield,3,1585.0,3.0,84.0,0.05299684542586751
Jakkur,3,1785.0,3.0,130.0,0.07282913165266107
BSM Extension,2,900.0,2.0,45.0,0.05
Kanakpura Road,3,1843.0,3.0,96.2,0.052197504069451985
RPC layout,2,1200.0,2.0,67.0,0.05583333333333333
Akshaya Nagar,2,1113.0,2.0,52.0,0.04672057502246182
Anekal,3,1150.0,3.0,45.0,0.0391304347826087
Yeshwanthpur,2,770.0,1.0,70.0,0.09090909090909091
Kodichikkanahalli,2,1181.0,2.0,57.0,0.04826418289585097
Kanakpura Road,3,1550.0,3.0,64.7,0.04174193548387097
1st Phase JP Nagar,2,1200.0,2.0,86.0,0.07166666666666667
Lingadheeranahalli,3,1506.0,3.0,95.0,0.06308100929614874
"HSR Layout 7th sector, ",3,1872.0,3.0,152.0,0.0811965811965812
Abbigere,3,1326.0,2.0,35.0,0.026395173453996983
Talaghattapura,2,1040.0,2.0,33.28,0.032
Hennur,2,1020.0,2.0,48.0,0.047058823529411764
Gokula Extension,3,1400.0,3.0,90.0,0.06428571428571428
Weavers Colony,1,812.0,1.0,26.0,0.03201970443349754
Kodathi,2,829.0,2.0,22.8,0.027503015681544028
Kanakpura Road,3,1500.0,3.0,72.99,0.048659999999999995
Ananth Nagar,2,850.0,2.0,25.99,0.030576470588235292
Kaval Byrasandra,2,1180.0,2.0,60.0,0.05084745762711865
Channasandra,2,1010.0,2.0,36.0,0.03564356435643564
Marathahalli,2,1350.0,2.0,60.0,0.044444444444444446
Talaghattapura,2,1100.0,2.0,50.0,0.045454545454545456
Kanakpura Road,3,1450.0,2.0,62.93,0.0434
Raja Rajeshwari Nagar,2,1133.0,2.0,40.0,0.0353045013239188
Thanisandra,3,1564.0,3.0,100.0,0.0639386189258312
Doddaballapur,2,640.0,1.0,10.5,0.01640625
Thigalarapalya,3,2072.0,4.0,157.0,0.07577220077220077
Kanakapura,3,1460.0,2.0,51.1,0.035
A Narayanapura,1,600.0,2.0,35.0,0.058333333333333334
"Judicial Layout, Kanakapura Road, ",2,700.0,2.0,35.0,0.05
Yelahanka,1,654.0,1.0,38.0,0.0581039755351682
Ankappa Layout,2,1105.0,2.0,50.0,0.04524886877828054
Hebbal Kempapura,3,1800.0,3.0,150.0,0.08333333333333333
Amruthnagar,2,1000.0,2.0,51.0,0.051
Gattahalli,3,1240.0,2.0,63.0,0.050806451612903224
Bellandur,2,1200.0,2.0,45.0,0.0375
Yelahanka New Town,3,1400.0,2.0,80.0,0.05714285714285714
HOSUR MAIN ROAD,3,1393.0,3.0,54.0,0.038765254845656856
Whitefield,2,1140.0,2.0,50.0,0.043859649122807015
Gulimangala,3,1640.0,3.0,70.0,0.042682926829268296
Kithaganur,2,1200.0,2.0,62.0,0.051666666666666666
Rajaji Nagar,2,720.0,2.0,65.0,0.09027777777777778
Yelenahalli,3,1650.0,3.0,68.0,0.041212121212121214
Nagavara,4,2496.0,4.0,125.0,0.05008012820512821
9th Phase JP Nagar,2,905.0,2.0,32.0,0.03535911602209945
HAL 2nd Stage,3,1600.0,3.0,125.0,0.078125
Chikkalasandra,2,1070.0,2.0,45.48,0.04250467289719626
Koramangala,2,1200.0,2.0,100.0,0.08333333333333333
Old Airport Road,2,1145.0,2.0,75.0,0.06550218340611354
Addischetan Layout,3,1495.0,3.0,55.0,0.03678929765886288
Stage-4 Bommanahalli,3,1400.0,3.0,53.0,0.03785714285714286
Whitefield,3,1558.0,3.0,90.0,0.057766367137355584
Balagere,2,1007.0,2.0,53.0,0.05263157894736842
Ananth Nagar,2,902.0,2.0,25.26,0.028004434589800446
Kallumantapa,2,1054.0,2.0,53.0,0.05028462998102467
Gollarapalya Hosahalli,2,996.0,2.0,49.0,0.04919678714859438
Vimanapura,2,1275.0,2.0,47.0,0.03686274509803922
NRI Layout,2,1250.0,2.0,75.0,0.06
Hennur,4,2502.0,4.0,170.0,0.06794564348521183
Sadaramangala,2,1394.0,2.0,52.0,0.03730272596843615
Konena Agrahara,2,1075.0,2.0,57.0,0.053023255813953486
Indira Nagar,3,1500.0,3.0,120.0,0.08
Rayasandra,4,1708.0,3.0,76.0,0.04449648711943794
Jakkur Plantation,3,1800.0,4.0,115.0,0.06388888888888888
Harlur,2,1532.0,2.0,65.0,0.04242819843342036
Hanumanth Nagar,2,1220.0,2.0,54.89,0.04499180327868853
Electronics City Phase 1,3,1530.0,3.0,40.0,0.026143790849673203
Hosa Road,2,840.0,2.0,28.0,0.03333333333333333
Bommanahalli,3,1250.0,4.0,39.0,0.0312
CV Raman Nagar,2,1030.0,2.0,35.0,0.03398058252427184
Raghavendra Layout,3,1499.0,3.0,89.0,0.059372915276851235
Varsova Layout,3,1280.0,2.0,55.0,0.04296875
Munnekollal,2,1170.0,2.0,59.0,0.05042735042735043
Yelahanka,2,1633.0,2.0,72.0,0.04409063074096754
Richards Town,2,1050.0,2.0,65.0,0.06190476190476191
Varthur Road,1,552.5,1.0,13.26,0.024
Attibele,1,418.0,2.0,11.5,0.02751196172248804
Bhattarahalli,2,905.0,2.0,50.0,0.055248618784530384
Raja Rajeshwari Nagar,3,1510.0,2.0,55.0,0.03642384105960265
Chikkalasandra,3,1390.0,2.0,60.47,0.04350359712230216
Kasturi Nagar,2,1101.0,2.0,66.0,0.05994550408719346
EPIP Zone,3,2350.0,4.0,163.0,0.06936170212765957
Raja Rajeshwari Nagar 5th Stage,2,1056.0,2.0,55.0,0.052083333333333336
Kanakpura Road,3,1425.0,2.0,49.88,0.03500350877192983
Electronics City Phase 1,3,1450.0,3.0,70.0,0.04827586206896552
Pai Layout,2,1000.0,2.0,34.0,0.034
Haralur Road,1,575.0,1.0,38.0,0.06608695652173913
Raghavendra Layout,3,1770.0,3.0,90.0,0.05084745762711865
Anandapura,2,616.0,3.0,45.0,0.07305194805194805
JP Nagar,1,745.0,1.0,34.27,0.046000000000000006
Kudlu Gate,2,1547.0,2.0,103.0,0.06658047834518423
Panathur,3,1713.0,3.0,120.0,0.07005253940455342
RMV Extension,2,1152.0,2.0,57.0,0.049479166666666664
Dodda Nekkundi,2,1100.0,2.0,46.75,0.0425
Narayanapura,3,2357.0,3.0,135.0,0.057276198557488334
Akshaya Nagar,3,1820.0,4.0,95.0,0.0521978021978022
Kannamangala,3,1865.0,3.0,139.0,0.07453083109919571
Kanakpura Road,2,1240.0,2.0,65.0,0.05241935483870968
Padmanabhanagar,3,1360.0,3.0,75.0,0.05514705882352941
Electronics City Phase 1,3,1450.0,2.0,63.51,0.0438
Budigere,2,1139.0,2.0,72.0,0.06321334503950835
Begur Road,3,1565.0,2.0,56.0,0.03578274760383387
Nagappa Reddy Layout,2,1200.0,2.0,39.0,0.0325
Yeshwanthpur,3,1855.0,3.0,140.0,0.07547169811320754
Margondanahalli,2,1100.0,2.0,55.0,0.05
Arehalli,3,1350.0,2.0,65.0,0.04814814814814815
Hosur Road,1,660.0,1.0,23.0,0.03484848484848485
Kambipura,3,1083.0,2.0,48.0,0.0443213296398892
Hennur Road,2,1232.0,2.0,83.0,0.06737012987012987
Raja Rajeshwari Nagar,3,1550.0,3.0,86.8,0.056
Whitefield,2,1227.0,2.0,70.0,0.05704971475142624
Sarjapur  Road,2,1059.0,2.0,68.0,0.06421152030217187
Electronic City Phase II,2,545.0,1.0,29.0,0.05321100917431193
Mahadevpura,2,1152.0,2.0,54.0,0.046875
Kenchenahalli,2,870.0,1.0,45.0,0.05172413793103448
Panathur,2,1210.0,2.0,78.0,0.06446280991735537
Thanisandra,1,663.0,1.0,46.1,0.06953242835595777
Hennur Gardens,3,1464.0,2.0,135.0,0.09221311475409837
Kadubeesanahalli,3,1365.0,3.0,80.0,0.05860805860805861
Whitefield,3,1704.0,3.0,120.0,0.07042253521126761
Whitefield,3,1495.0,2.0,60.55,0.04050167224080267
Whitefield,2,1256.0,2.0,73.0,0.058121019108280256
Kengeri,2,883.0,2.0,49.0,0.05549263873159683
Bisuvanahalli,3,1080.0,2.0,45.0,0.041666666666666664
Marsur,2,497.0,1.0,25.0,0.05030181086519115
9th Phase JP Nagar,2,1073.0,2.0,52.36,0.0487977632805219
Doddabommasandra,2,1300.0,2.0,32.0,0.024615384615384615
Thanisandra,1,662.0,1.0,45.0,0.06797583081570997
Kumara Park,2,1200.0,2.0,75.0,0.0625
5th Phase JP Nagar,3,1550.0,3.0,75.0,0.04838709677419355
Banashankari,2,1310.0,2.0,80.43,0.0613969465648855
Sarjapur  Road,3,1577.0,3.0,65.0,0.04121750158528852
Kodigehaali,3,1324.0,3.0,65.0,0.04909365558912387
Kothanur,3,1786.0,2.0,106.0,0.0593505039193729
Kamala Nagar,1,565.0,1.0,33.0,0.0584070796460177
Electronic City,1,635.0,1.0,28.0,0.04409448818897638
8th Phase JP Nagar,3,1368.0,2.0,54.71,0.03999269005847953
Kanakpura Road,3,1450.0,3.0,55.0,0.03793103448275862
Devanahalli,2,1045.0,2.0,48.0,0.045933014354066985
Electronic City,2,1128.0,2.0,65.4,0.057978723404255327
Bhoganhalli,2,1125.0,2.0,54.0,0.048
Whitefield,2,1195.0,2.0,62.38,0.05220083682008368
Kaggadasapura,3,1350.0,2.0,105.0,0.07777777777777778
Domlur,3,1740.0,3.0,120.0,0.06896551724137931
Bommasandra,2,877.0,2.0,29.0,0.0330672748004561
Whitefield,3,1770.0,4.0,68.0,0.0384180790960452
Yelahanka New Town,1,450.0,1.0,15.0,0.03333333333333333
tc.palya,2,1000.0,2.0,55.0,0.055
Whitefield,2,1300.0,2.0,78.0,0.06
Doddathoguru,3,1300.0,2.0,42.0,0.03230769230769231
Chikkathoguru,2,1045.0,2.0,42.0,0.04019138755980861
Chelekare,2,1250.0,2.0,62.4,0.04992
Bande Nallasandra,3,2400.0,4.0,130.0,0.05416666666666667
Kanakpura Road,3,1420.0,3.0,68.0,0.04788732394366197
Sector 1 HSR Layout,3,1720.0,3.0,83.0,0.04825581395348837
Anandapura,3,1200.0,2.0,66.0,0.055
Whitefield,3,1570.0,3.0,88.0,0.05605095541401274
Sarjapur  Road,3,1157.0,2.0,74.0,0.06395851339671564
Sarjapur,2,535.0,1.0,20.0,0.037383177570093455
Kanakapura,2,1120.0,2.0,39.2,0.035
Kenchenahalli,2,1150.0,2.0,60.0,0.05217391304347826
Thirumenahalli,2,1100.0,2.0,70.0,0.06363636363636363
Kodichikkanahalli,2,900.0,2.0,42.0,0.04666666666666667
Talaghattapura,3,1372.0,2.0,43.9,0.03199708454810495
Bisuvanahalli,3,1180.0,2.0,55.5,0.04703389830508475
Electronic City,2,1096.0,2.0,39.0,0.035583941605839414
Yeshwanthpur,3,2504.0,3.0,138.0,0.05511182108626198
Raghuvanahalli,1,420.0,1.0,23.5,0.055952380952380955
Hennur Road,3,1832.0,3.0,116.0,0.06331877729257641
Vasanthapura,2,940.0,2.0,40.0,0.0425531914893617
Electronic City Phase II,2,1020.0,2.0,29.45,0.028872549019607844
Raja Rajeshwari Nagar,2,1400.0,2.0,45.0,0.03214285714285714
HAL Layout,3,1675.0,3.0,65.0,0.03880597014925373
Tumkur Road,2,708.0,2.0,32.0,0.04519774011299435
Channasandra,2,1123.0,2.0,36.0,0.032056990204808546
Talaghattapura,2,1100.0,2.0,49.49,0.044990909090909095
Upkar Layout,2,1225.0,2.0,71.05,0.057999999999999996
Lingadheeranahalli,3,1683.0,3.0,140.0,0.08318478906714201
Kengeri Satellite Town,1,410.0,1.0,15.0,0.036585365853658534
Kenchenhalli,4,1350.0,4.0,90.0,0.06666666666666667
Gubbalala,2,1475.0,2.0,80.0,0.05423728813559322
Kengeri Satellite Town,2,1120.0,2.0,49.0,0.04375
KR Puram,2,1150.0,2.0,42.0,0.036521739130434785
Yeshwanthpur,2,1165.0,2.0,85.0,0.07296137339055794
Harlur,3,1756.0,3.0,134.0,0.07630979498861047
Ambedkar Nagar,2,1409.0,2.0,95.0,0.06742370475514549
Mahadevpura,2,1212.0,2.0,56.9,0.046947194719471945
Doddathoguru,2,1140.0,2.0,26.49,0.023236842105263156
Hegde Nagar,3,2087.01,3.0,115.0,0.055102754658578536
Jalahalli East,1,775.0,1.0,34.1,0.044000000000000004
Sarjapur  Road,3,1700.0,3.0,118.0,0.06941176470588235
Carmelaram,3,1732.5,3.0,91.855,0.05301875901875902
Raja Rajeshwari Nagar,2,1110.0,2.0,52.0,0.04684684684684685
Bhoganhalli,2,1205.0,2.0,64.47,0.053502074688796676
Singapura Village,2,850.0,2.0,34.0,0.04
Raja Rajeshwari Nagar,3,1580.0,3.0,83.74,0.053
Whitefield,2,1216.0,2.0,84.03,0.06910361842105263
Hebbal,2,1040.0,2.0,55.0,0.052884615384615384
Akshaya Vana,3,1260.0,2.0,49.0,0.03888888888888889
Kanakpura Road,3,1498.0,3.0,74.9,0.05
Vidyaranyapura,3,1200.0,2.0,65.0,0.05416666666666667
Electronic City,2,1355.0,2.0,72.9,0.053800738007380076
Canara Bank Layout,3,1450.0,3.0,65.0,0.04482758620689655
Yeshwanthpur,3,1860.0,3.0,168.0,0.09032258064516129
Whitefield,2,1240.0,2.0,70.0,0.056451612903225805
Kanakpura Road,3,1300.0,2.0,55.0,0.04230769230769231
Ambedkar Nagar,3,1950.0,4.0,120.0,0.06153846153846154
Ambalipura,3,1625.0,2.0,145.0,0.08923076923076922
Electronic City,2,1200.0,2.0,30.0,0.025
OMBR Layout,2,1101.0,2.0,66.0,0.05994550408719346
Whitefield,2,1216.0,2.0,72.5,0.05962171052631579
Samethanahalli,3,2100.0,3.0,70.0,0.03333333333333333
Ananth Nagar,3,1470.0,3.0,54.0,0.036734693877551024
Bannerghatta Road,3,1365.0,3.0,76.18,0.055809523809523816
Hosa Road,2,1364.0,2.0,64.79,0.04750000000000001
Banashankari Stage VI,2,1180.0,2.0,59.47,0.05039830508474576
7th Phase JP Nagar,3,1800.0,3.0,130.0,0.07222222222222222
Kothannur,2,1350.0,2.0,42.0,0.03111111111111111
Thanisandra,3,1573.0,3.0,98.0,0.062301335028607754
Nallurhalli,3,1620.0,3.0,95.0,0.05864197530864197
Doddakallasandra,2,1072.0,2.0,42.87,0.03999067164179104
Bagalakunte,1,560.0,1.0,21.0,0.0375
Coconut Grove Layout,2,1156.0,2.0,46.0,0.039792387543252594
Kudlu Gate,2,1336.0,2.0,86.0,0.06437125748502993
Electronic City,2,1200.0,2.0,20.0,0.016666666666666666
Raja Rajeshwari Nagar,3,1608.0,3.0,54.51,0.03389925373134328
Whitefield,2,1215.0,2.0,40.0,0.03292181069958848
Green Glen Layout,3,1517.0,3.0,100.0,0.06591957811470006
Mallasandra,2,1565.0,2.0,69.0,0.044089456869009586
Whitefield,3,2025.0,4.0,115.0,0.056790123456790124
Jalahalli,2,1057.0,2.0,34.71,0.03283822138126774
Sarjapur,2,1044.0,2.0,34.0,0.032567049808429116
Domlur,3,1695.0,3.0,125.0,0.07374631268436578
Ramagondanahalli,3,1635.0,3.0,61.0,0.03730886850152905
Hiremath Layout,2,1140.0,2.0,56.0,0.04912280701754386
Electronic City,2,1150.0,2.0,35.0,0.030434782608695653
Yeshwanthpur,2,1163.0,2.0,64.08,0.055098882201203785
Thubarahalli,3,1418.0,2.0,65.0,0.045839210155148094
Varthur,2,1155.0,2.0,60.0,0.05194805194805195
Bannerghatta Road,2,1115.0,2.0,78.0,0.06995515695067264
Naidu Layout,3,1485.0,3.0,78.0,0.052525252525252523
Shingapura,1,1350.0,2.0,45.0,0.03333333333333333
8th block Koramangala,2,1209.0,2.0,100.0,0.0827129859387924
Yelahanka,2,1445.0,2.0,82.0,0.05674740484429066
SHANTHINAGAR,3,1500.0,3.0,95.0,0.06333333333333334
